tool_name,version,date
libssl-dev,1.1.1-1ubuntu2.1~18.04.14,2022-01-06T21:45:09.791351
libssl-dev,1.1.1-1ubuntu2.1~18.04.14,2022-01-06T21:45:09.791351
libssl-dev,1.1.1-1ubuntu2.1~18.04.15,2022-04-08T16:59:22.842230
libssl-dev,1.1.1-1ubuntu2.1~18.04.15,2022-04-08T16:59:22.842230
libssl-dev,1.1.1-1ubuntu2.1~18.04.17,2022-05-19T16:18:47.619210
libssl-dev,1.1.1-1ubuntu2.1~18.04.17,2022-05-19T16:18:47.619210
libssl-dev,1.1.1-1ubuntu2.1~18.04.20,2022-09-06T14:29:53.785067
libssl-dev,1.1.1-1ubuntu2.1~18.04.20,2022-09-06T14:29:53.785067
libssl-dev,1.1.1-1ubuntu2.1~18.04.21,2023-02-07T18:56:53.246930
libssl-dev,1.1.1-1ubuntu2.1~18.04.21,2023-02-07T18:56:53.246930
